"size","sim","serie","p1","p2","p3"
100,52,"x10",16,7,4
100,52,"x11",3,0,0
100,52,"x12",4,3,2
100,52,"x13",1,0,0
100,52,"x14",17,3,1
100,53,"x1",4,3,1
100,53,"x2",5,2,1
100,53,"x3",2,1,0
100,53,"x4",2,1,0
100,53,"x5",4,2,1
100,53,"x6",1,0,0
100,53,"x7",16,2,1
100,53,"x8",9,2,1
100,53,"x9",18,11,6
100,53,"x10",10,6,2
100,53,"x11",24,12,2
100,53,"x12",2,1,0
100,53,"x13",1,0,0
100,53,"x14",24,1,0
100,54,"x1",9,3,2
100,54,"x2",14,8,2
100,54,"x3",3,2,1
100,54,"x4",21,17,1
100,54,"x5",0,0,0
100,54,"x6",3,1,0
100,54,"x7",27,24,5
100,54,"x8",3,2,1
100,54,"x9",22,13,11
100,54,"x10",22,4,2
100,54,"x11",0,0,0
100,54,"x12",4,2,1
100,54,"x13",23,3,2
100,54,"x14",5,2,1
100,55,"x1",14,4,3
100,55,"x2",4,3,1
100,55,"x3",3,2,1
100,55,"x4",2,1,0
100,55,"x5",7,2,0
100,55,"x6",1,0,0
100,55,"x7",13,1,0
100,55,"x8",2,1,0
100,55,"x9",17,2,1
100,55,"x10",17,8,7
100,55,"x11",24,12,0
100,55,"x12",1,0,0
100,55,"x13",1,0,0
100,55,"x14",8,3,2
100,56,"x1",19,4,2
100,56,"x2",3,1,0
100,56,"x3",4,2,1
100,56,"x4",0,0,0
100,56,"x5",4,0,0
100,56,"x6",20,1,0
100,56,"x7",1,0,0
100,56,"x8",2,1,0
100,56,"x9",27,6,5
100,56,"x10",26,24,13
100,56,"x11",12,0,0
100,56,"x12",29,11,6
100,56,"x13",25,2,1
100,56,"x14",3,1,0
100,57,"x1",6,5,1
100,57,"x2",20,3,1
100,57,"x3",3,2,1
100,57,"x4",0,0,0
100,57,"x5",20,2,1
100,57,"x6",5,1,0
100,57,"x7",19,10,1
100,57,"x8",10,3,2
100,57,"x9",1,0,0
100,57,"x10",13,2,1
100,57,"x11",0,0,0
100,57,"x12",25,13,8
100,57,"x13",1,0,0
100,57,"x14",6,5,1
100,58,"x1",19,16,1
100,58,"x2",1,0,0
100,58,"x3",2,1,0
100,58,"x4",0,0,0
100,58,"x5",0,0,0
100,58,"x6",1,0,0
100,58,"x7",2,1,0
100,58,"x8",2,1,0
100,58,"x9",12,1,0
100,58,"x10",15,11,10
100,58,"x11",24,12,0
100,58,"x12",5,2,1
100,58,"x13",1,0,0
100,58,"x14",3,1,0
100,59,"x1",4,3,1
100,59,"x2",1,0,0
100,59,"x3",3,1,0
100,59,"x4",1,0,0
100,59,"x5",8,3,2
100,59,"x6",1,0,0
100,59,"x7",1,0,0
100,59,"x8",5,4,3
100,59,"x9",20,9,7
100,59,"x10",15,9,2
100,59,"x11",12,0,0
100,59,"x12",25,2,1
100,59,"x13",1,0,0
100,59,"x14",3,1,0
100,60,"x1",4,1,0
100,60,"x2",3,1,0
100,60,"x3",1,0,0
100,60,"x4",2,0,0
100,60,"x5",12,4,2
100,60,"x6",2,1,0
100,60,"x7",9,3,1
100,60,"x8",3,2,1
100,60,"x9",29,23,5
100,60,"x10",29,18,15
100,60,"x11",24,12,0
100,60,"x12",4,3,2
100,60,"x13",1,0,0
100,60,"x14",28,3,1
100,61,"x1",10,5,2
100,61,"x2",17,1,0
100,61,"x3",2,1,0
100,61,"x4",6,2,0
100,61,"x5",0,0,0
100,61,"x6",1,0,0
100,61,"x7",2,1,0
100,61,"x8",2,1,0
100,61,"x9",11,7,4
100,61,"x10",24,13,10
100,61,"x11",0,0,0
100,61,"x12",3,2,1
100,61,"x13",1,0,0
100,61,"x14",1,0,0
100,62,"x1",25,4,2
100,62,"x2",4,3,1
100,62,"x3",5,3,2
100,62,"x4",1,0,0
100,62,"x5",4,0,0
100,62,"x6",3,1,0
100,62,"x7",1,0,0
100,62,"x8",14,2,1
100,62,"x9",5,2,1
100,62,"x10",16,9,5
100,62,"x11",0,0,0
100,62,"x12",1,0,0
100,62,"x13",1,0,0
100,62,"x14",3,1,0
100,63,"x1",1,0,0
100,63,"x2",16,5,3
100,63,"x3",2,1,0
100,63,"x4",9,1,0
100,63,"x5",0,0,0
100,63,"x6",3,1,0
100,63,"x7",1,0,0
100,63,"x8",26,15,10
100,63,"x9",12,6,2
100,63,"x10",16,13,9
100,63,"x11",15,0,0
100,63,"x12",4,2,1
100,63,"x13",2,1,0
100,63,"x14",1,0,0
100,64,"x1",3,1,0
100,64,"x2",1,0,0
100,64,"x3",2,1,0
100,64,"x4",2,0,0
100,64,"x5",4,0,0
100,64,"x6",3,1,0
100,64,"x7",1,0,0
100,64,"x8",27,3,2
100,64,"x9",12,1,0
100,64,"x10",24,9,8
100,64,"x11",0,0,0
100,64,"x12",2,1,0
100,64,"x13",1,0,0
100,64,"x14",13,1,0
100,65,"x1",4,3,2
100,65,"x2",15,3,1
100,65,"x3",2,1,0
100,65,"x4",0,0,0
100,65,"x5",13,0,0
100,65,"x6",2,1,0
100,65,"x7",1,0,0
100,65,"x8",6,2,1
100,65,"x9",12,1,0
100,65,"x10",12,11,10
100,65,"x11",12,9,1
100,65,"x12",10,2,1
100,65,"x13",2,1,0
100,65,"x14",3,1,0
100,66,"x1",10,3,1
100,66,"x2",16,2,1
100,66,"x3",2,1,0
100,66,"x4",1,0,0
100,66,"x5",0,0,0
100,66,"x6",4,2,1
100,66,"x7",18,1,0
100,66,"x8",7,2,1
100,66,"x9",4,1,0
100,66,"x10",7,5,3
100,66,"x11",11,0,0
100,66,"x12",6,4,2
100,66,"x13",1,0,0
100,66,"x14",11,3,1
100,67,"x1",15,1,0
100,67,"x2",3,1,0
100,67,"x3",2,1,0
100,67,"x4",3,2,1
100,67,"x5",13,7,5
100,67,"x6",3,1,0
100,67,"x7",1,0,0
100,67,"x8",7,3,2
100,67,"x9",1,0,0
100,67,"x10",29,15,6
100,67,"x11",12,2,0
100,67,"x12",12,3,2
100,67,"x13",2,1,0
100,67,"x14",1,0,0
100,68,"x1",10,5,4
100,68,"x2",5,3,2
100,68,"x3",3,2,1
