"size","sim","serie","p1","p2","p3"
100,67,"x12",0,0,0
100,67,"x13",0,0,0
100,67,"x14",29,2,0
100,68,"x1",0,0,0
100,68,"x2",1,0,0
100,68,"x3",5,4,3
100,68,"x4",23,12,0
100,68,"x5",10,4,3
100,68,"x6",27,2,0
100,68,"x7",1,0,0
100,68,"x8",2,1,0
100,68,"x9",26,9,0
100,68,"x10",21,6,5
100,68,"x11",23,19,0
100,68,"x12",0,0,0
100,68,"x13",2,1,0
100,68,"x14",0,0,0
100,69,"x1",27,17,0
100,69,"x2",27,13,0
100,69,"x3",3,0,0
100,69,"x4",25,12,9
100,69,"x5",3,1,0
100,69,"x6",21,20,2
100,69,"x7",1,0,0
100,69,"x8",26,1,0
100,69,"x9",21,11,0
100,69,"x10",22,13,8
100,69,"x11",21,14,0
100,69,"x12",0,0,0
100,69,"x13",2,0,0
100,69,"x14",29,28,11
100,70,"x1",15,4,3
100,70,"x2",0,0,0
100,70,"x3",4,3,0
100,70,"x4",11,0,0
100,70,"x5",26,24,6
100,70,"x6",2,0,0
100,70,"x7",25,3,2
100,70,"x8",2,1,0
100,70,"x9",28,11,5
100,70,"x10",23,3,2
100,70,"x11",19,18,6
100,70,"x12",0,0,0
100,70,"x13",2,1,0
100,70,"x14",18,1,0
100,71,"x1",13,4,3
100,71,"x2",1,0,0
100,71,"x3",0,0,0
100,71,"x4",26,4,0
100,71,"x5",3,0,0
100,71,"x6",4,3,0
100,71,"x7",1,0,0
100,71,"x8",2,1,0
100,71,"x9",20,11,8
100,71,"x10",23,22,17
